date;start;final;high;low
04.05.2005;10.255,25;10.384,64;10.392,47;10.255,25
03.05.2005;10.251,04;10.256,95;10.304,54;10.208,03
02.05.2005;10.192,00;10.251,70;10.258,43;10.188,07
29.04.2005;10.073,47;10.192,51;10.196,36;10.048,12
28.04.2005;10.194,58;10.070,37;10.194,58;10.070,14
27.04.2005;10.150,32;10.198,80;10.219,56;10.079,45
26.04.2005;10.240,99;10.151,13;10.263,60;10.150,99
25.04.2005;10.158,52;10.242,47;10.260,20;10.158,52
22.04.2005;10.216,68;10.157,71;10.219,34;10.069,92
21.04.2005;10.010,51;10.218,60;10.218,60;10.010,51
20.04.2005;10.131,18;10.012,36;10.186,45;10.000,46
19.04.2005;10.071,55;10.127,41;10.156,53;10.071,55
18.04.2005;10.088,54;10.071,25;10.105,39;10.020,93
15.04.2005;10.276,61;10.087,51;10.278,53;10.076,57
14.04.2005;10.403,71;10.278,75;10.417,89;10.273,43
13.04.2005;10.507,45;10.403,93;10.521,06;10.379,70
12.04.2005;10.448,63;10.507,97;10.529,77;10.360,92
11.04.2005;10.462,08;10.448,56;10.482,18;10.438,44
08.04.2005;10.546,32;10.461,34;10.553,56;10.460,46
07.04.2005;10.485,88;10.546,32;10.557,11;10.476,71
06.04.2005;10.453,45;10.486,02;10.526,00;10.453,38
05.04.2005;10.421,14;10.458,46;10.476,49;10.419,44
04.04.2005;10.401,71;10.421,14;10.444,28;10.356,71
01.04.2005;10.504,57;10.404,30;10.568,93;10.381,02
31.03.2005;10.541,59;10.503,76;10.542,04;10.490,38
30.03.2005;10.405,77;10.540,93;10.544,18;10.404,81
29.03.2005;10.486,10;10.405,70;10.520,84;10.396,24
28.03.2005;10.444,13;10.485,65;10.533,55;10.439,99
24.03.2005;10.457,06;10.442,87;10.518,63;10.442,87
23.03.2005;10.456,02;10.456,02;10.486,69;10.430,53
22.03.2005;10.565,39;10.470,51;10.609,95;10.470,28
21.03.2005;10.629,90;10.565,39;10.630,49;10.534,06
18.03.2005;10.627,83;10.629,67;10.653,69;10.557,04
17.03.2005;10.633,30;10.626,35;10.658,64;10.598,34
16.03.2005;10.741,63;10.633,07;10.741,63;10.612,38
15.03.2005;10.804,29;10.745,10;10.838,65;10.745,10
14.03.2005;10.773,92;10.804,51;10.805,47;10.754,41
11.03.2005;10.845,30;10.774,36;10.872,35;10.758,55
10.03.2005;10.806,28;10.851,51;10.875,52;10.780,35
09.03.2005;10.912,32;10.805,62;10.923,18;10.802,06
08.03.2005;10.935,60;10.912,62;10.952,45;10.900,13
07.03.2005;10.940,55;10.936,86;10.984,46;10.931,46
04.03.2005;10.834,51;10.940,55;10.962,42;10.834,29
03.03.2005;10.812,27;10.833,03;10.869,17;10.767,19
02.03.2005;10.825,68;10.811,97;10.869,83;10.774,29
01.03.2005;10.769,04;10.830,00;10.849,14;10.769,04
28.02.2005;10.842,05;10.766,23;10.842,05;10.730,47
25.02.2005;10.748,42;10.841,60;10.845,60;10.735,77
24.02.2005;10.672,24;10.748,79;10.755,74;10.647,34
23.02.2005;10.609,28;10.673,79;10.700,69;10.608,98
22.02.2005;10.783,38;10.611,20;10.783,45;10.610,54
18.02.2005;10.755,15;10.785,22;10.792,02;10.730,32
17.02.2005;10.835,03;10.754,26;10.841,16;10.752,34
16.02.2005;10.832,03;10.834,88;10.853,43;10.794,16
15.02.2005;10.791,06;10.837,32;10.852,39;10.779,31
14.02.2005;10.795,72;10.791,13;10.802,29;10.773,18
11.02.2005;10.742,92;10.796,01;10.829,19;10.703,43
10.02.2005;10.665,00;10.749,61;10.763,94;10.664,33
09.02.2005;10.717,76;10.664,11;10.741,55;10.660,42
08.02.2005;10.712,51;10.724,63;10.744,51;10.695,96
07.02.2005;10.715,76;10.715,76;10.733,50;10.699,73
04.02.2005;10.593,17;10.716,13;10.723,89;10.586,89
03.02.2005;10.592,21;10.593,10;10.601,15;10.550,09
02.02.2005;10.551,05;10.596,79;10.616,37;10.544,48
01.02.2005;10.489,72;10.551,94;10.570,26;10.489,64
31.01.2005;10.428,76;10.489,94;10.510,19;10.428,76
28.01.2005;10.470,58;10.427,20;10.488,39;10.386,56
27.01.2005;10.498,14;10.467,40;10.498,14;10.429,94
26.01.2005;10.463,19;10.498,59;10.531,99;10.463,19
25.01.2005;10.369,42;10.461,56;10.509,83;10.369,42
24.01.2005;10.393,58;10.368,61;10.442,87;10.368,61
21.01.2005;10.471,98;10.392,99;10.512,18;10.390,85
20.01.2005;10.538,90;10.471,47;10.546,77;10.457,94
19.01.2005;10.626,05;10.539,97;10.626,28;10.536,49
18.01.2005;10.554,23;10.628,79;10.628,94;10.500,58
14.01.2005;10.506,71;10.558,00;10.567,01;10.503,76
13.01.2005;10.617,41;10.505,83;10.618,15;10.485,73
12.01.2005;10.561,32;10.617,78;10.622,88;10.499,47
11.01.2005;10.619,77;10.556,22;10.619,77;10.531,54
10.01.2005;10.603,44;10.621,03;10.663,74;10.582,38
07.01.2005;10.624,80;10.603,96;10.653,25;10.571,74
06.01.2005;10.593,19;10.622,88;10.667,58;10.589,33
05.01.2005;10.629,53;10.597,83;10.684,43;10.597,75
04.01.2005;10.727,81;10.630,78;10.769,56;10.605,15
03.01.2005;10.783,75;10.729,43;10.867,39;10.710,07
