date;start;final;high;low
20.02.2007;12.766,85;12.786,64;12.795,93;12.704,68
16.02.2007;12.764,13;12.767,57;12.769,17;12.744,02
15.02.2007;12.741,70;12.765,01;12.779,03;12.728,72
14.02.2007;12.651,29;12.741,86;12.759,40;12.651,21
13.02.2007;12.549,19;12.654,85;12.658,22;12.549,19
12.02.2007;12.580,11;12.552,55;12.607,51;12.536,21
09.02.2007;12.638,03;12.580,83;12.675,68;12.545,10
08.02.2007;12.665,67;12.637,63;12.665,83;12.575,86
07.02.2007;12.656,86;12.666,87;12.700,28;12.630,50
06.02.2007;12.661,66;12.666,31;12.680,57;12.633,94
05.02.2007;12.653,41;12.661,74;12.681,21;12.629,86
02.02.2007;12.673,84;12.653,49;12.683,93;12.638,35
01.02.2007;12.617,20;12.673,68;12.682,57;12.616,08
31.01.2007;12.520,03;12.621,69;12.657,02;12.505,20
30.01.2007;12.492,23;12.523,31;12.538,45;12.459,46
29.01.2007;12.487,10;12.490,78;12.542,70;12.481,49
26.01.2007;12.503,28;12.487,02;12.539,09;12.431,34
25.01.2007;12.621,77;12.502,56;12.622,65;12.487,34
24.01.2007;12.534,37;12.621,77;12.623,45;12.531,08
23.01.2007;12.477,81;12.533,80;12.554,23;12.468,35
22.01.2007;12.566,33;12.477,16;12.572,58;12.450,89
19.01.2007;12.567,93;12.565,53;12.586,84;12.523,55
18.01.2007;12.575,06;12.567,93;12.611,91;12.547,34
17.01.2007;12.571,46;12.577,15;12.614,00;12.550,55
16.01.2007;12.555,84;12.582,59;12.585,08;12.538,93
12.01.2007;12.514,66;12.556,08;12.561,04;12.489,66
11.01.2007;12.442,96;12.514,98;12.544,46;12.442,96
10.01.2007;12.417,00;12.442,16;12.451,61;12.355,63
09.01.2007;12.424,77;12.416,60;12.466,43;12.369,17
08.01.2007;12.392,01;12.423,49;12.445,92;12.337,37
05.01.2007;12.480,05;12.398,01;12.480,13;12.365,41
04.01.2007;12.473,16;12.480,69;12.510,41;12.403,86
03.01.2007;12.459,54;12.474,52;12.580,35;12.404,82
29.12.2006;12.500,48;12.463,15;12.526,03;12.451,13
28.12.2006;12.510,57;12.501,52;12.529,88;12.478,13
27.12.2006;12.408,43;12.510,57;12.519,22;12.407,79
26.12.2006;12.341,94;12.407,63;12.418,20;12.337,05
22.12.2006;12.413,08;12.343,22;12.420,21;12.341,70
21.12.2006;12.461,62;12.421,25;12.483,73;12.396,01
20.12.2006;12.471,32;12.463,87;12.498,47;12.456,58
19.12.2006;12.439,51;12.471,32;12.491,91;12.397,61
18.12.2006;12.446,24;12.441,27;12.490,70;12.428,94
15.12.2006;12.417,96;12.445,52;12.486,30;12.417,88
14.12.2006;12.317,50;12.416,76;12.431,26;12.307,01
13.12.2006;12.312,71;12.317,50;12.368,61;12.301,56
12.12.2006;12.328,24;12.315,58;12.333,92;12.252,05
11.12.2006;12.306,21;12.328,48;12.354,59;12.297,63
08.12.2006;12.278,41;12.307,49;12.332,88;12.243,08
07.12.2006;12.310,13;12.278,41;12.360,76;12.264,47
06.12.2006;12.328,72;12.309,25;12.335,45;12.294,83
05.12.2006;12.283,69;12.331,60;12.335,37;12.276,08
04.12.2006;12.195,57;12.283,85;12.309,97;12.195,57
01.12.2006;12.220,97;12.194,13;12.248,04;12.089,98
30.11.2006;12.226,73;12.221,93;12.275,12;12.162,48
29.11.2006;12.134,40;12.226,73;12.240,67;12.134,40
28.11.2006;12.118,94;12.136,45;12.149,19;12.072,60
27.11.2006;12.279,13;12.121,71;12.279,53;12.110,81
24.11.2006;12.321,71;12.280,17;12.324,11;12.258,86
22.11.2006;12.321,91;12.326,95;12.361,00;12.302,76
21.11.2006;12.312,13;12.321,59;12.339,85;12.296,03
20.11.2006;12.340,71;12.316,54;12.355,23;12.302,52
17.11.2006;12.304,62;12.342,56;12.342,56;12.277,40
16.11.2006;12.250,05;12.305,82;12.325,91;12.250,05
15.11.2006;12.214,37;12.251,71;12.291,73;12.205,76
14.11.2006;12.132,44;12.218,01;12.228,01;12.084,97
13.11.2006;12.097,70;12.131,88;12.164,70;12.084,81
10.11.2006;12.102,74;12.108,43;12.127,08;12.074,01
09.11.2006;12.174,70;12.103,30;12.187,03;12.090,10
08.11.2006;12.147,38;12.176,54;12.193,75;12.102,90
07.11.2006;12.104,75;12.156,77;12.196,32;12.101,06
06.11.2006;11.985,16;12.105,55;12.117,71;11.984,76
03.11.2006;12.018,30;11.986,04;12.061,52;11.965,31
02.11.2006;12.023,98;12.018,54;12.032,55;11.979,00
01.11.2006;12.080,25;12.031,02;12.123,96;12.007,17
31.10.2006;12.086,18;12.080,73;12.113,39;12.025,34
30.10.2006;12.089,14;12.086,50;12.117,23;12.049,92
27.10.2006;12.164,78;12.090,26;12.164,86;12.073,53
26.10.2006;12.134,84;12.163,66;12.167,02;12.096,10
25.10.2006;12.127,24;12.134,68;12.147,97;12.081,77
24.10.2006;12.116,51;12.127,88;12.133,80;12.079,05
23.10.2006;12.001,33;12.116,91;12.125,16;11.971,79
20.10.2006;12.013,01;12.002,37;12.048,87;11.941,94
19.10.2006;11.988,92;12.011,73;12.027,74;11.966,91
18.10.2006;11.947,62;11.992,68;12.049,51;11.947,62
17.10.2006;11.977,40;11.950,02;11.979,08;11.887,19
16.10.2006;11.961,31;11.980,60;11.997,25;11.945,54
13.10.2006;11.947,22;11.960,51;11.960,51;11.908,80
12.10.2006;11.854,13;11.947,70;11.959,63;11.854,05
11.10.2006;11.865,49;11.852,13;11.875,98;11.794,17
10.10.2006;11.857,73;11.867,17;11.877,90;11.829,71
09.10.2006;11.849,56;11.857,81;11.872,94;11.813,22
06.10.2006;11.865,49;11.850,21;11.865,57;11.800,50
05.10.2006;11.844,38;11.866,69;11.870,06;11.821,23
04.10.2006;11.722,94;11.850,61;11.851,25;11.707,49
03.10.2006;11.670,11;11.727,34;11.758,95;11.653,06
02.10.2006;11.678,99;11.670,35;11.726,94;11.658,66
29.09.2006;11.718,05;11.679,07;11.741,99;11.677,79
28.09.2006;11.689,40;11.718,45;11.728,46;11.660,42
27.09.2006;11.670,19;11.689,24;11.720,77;11.659,62
26.09.2006;11.575,73;11.669,39;11.670,27;11.567,65
25.09.2006;11.509,30;11.575,81;11.616,48;11.486,00
22.09.2006;11.532,91;11.508,10;11.533,07;11.474,56
21.09.2006;11.611,67;11.533,23;11.630,56;11.501,77
20.09.2006;11.542,28;11.613,19;11.628,88;11.542,20
19.09.2006;11.554,60;11.540,91;11.562,05;11.480,56
18.09.2006;11.559,97;11.555,00;11.588,38;11.528,11
15.09.2006;11.528,75;11.560,77;11.613,51;11.528,75
14.09.2006;11.543,40;11.527,39;11.549,08;11.495,37
13.09.2006;11.487,69;11.543,32;11.567,25;11.476,16
12.09.2006;11.396,12;11.498,09;11.512,98;11.395,71
11.09.2006;11.389,87;11.396,84;11.421,25;11.342,17
08.09.2006;11.332,24;11.392,11;11.402,84;11.331,04
07.09.2006;11.405,16;11.331,44;11.405,24;11.323,84
06.09.2006;11.466,23;11.406,20;11.466,23;11.395,15
05.09.2006;11.461,83;11.469,28;11.488,17;11.438,06
01.09.2006;11.382,75;11.464,15;11.476,48;11.382,75
31.08.2006;11.383,47;11.381,15;11.405,32;11.369,78
30.08.2006;11.365,98;11.382,91;11.407,08;11.355,69
29.08.2006;11.352,65;11.369,94;11.379,55;11.299,58
28.08.2006;11.285,33;11.352,01;11.387,79;11.273,49
25.08.2006;11.301,22;11.284,05;11.317,43;11.260,28
24.08.2006;11.297,82;11.304,46;11.334,72;11.273,89
23.08.2006;11.337,12;11.297,90;11.370,82;11.264,04
22.08.2006;11.344,41;11.339,84;11.383,71;11.303,34
21.08.2006;11.380,67;11.345,05;11.380,99;11.321,99
18.08.2006;11.333,76;11.381,47;11.381,47;11.317,67
17.08.2006;11.327,36;11.334,96;11.372,42;11.298,38
16.08.2006;11.224,91;11.327,12;11.340,80;11.224,91
15.08.2006;11.098,03;11.230,26;11.234,27;11.098,03
14.08.2006;11.089,07;11.097,87;11.202,73;11.079,78
11.08.2006;11.121,16;11.088,03;11.121,16;11.042,64
10.08.2006;11.073,14;11.124,37;11.143,98;11.044,72
09.08.2006;11.168,47;11.076,18;11.250,84;11.068,57
08.08.2006;11.218,18;11.173,59;11.276,29;11.141,82
07.08.2006;11.239,47;11.219,38;11.245,95;11.190,56
04.08.2006;11.244,59;11.240,35;11.344,17;11.187,36
03.08.2006;11.195,28;11.242,59;11.269,49;11.144,46
02.08.2006;11.125,57;11.199,93;11.229,46;11.125,25
01.08.2006;11.184,80;11.125,73;11.185,28;11.083,86
31.07.2006;11.218,90;11.185,68;11.219,06;11.178,32
28.07.2006;11.102,11;11.219,70;11.243,31;11.102,03
27.07.2006;11.104,19;11.100,43;11.187,76;11.087,55
26.07.2006;11.102,91;11.102,51;11.157,82;11.048,16
25.07.2006;11.051,05;11.103,71;11.133,81;10.999,90
24.07.2006;10.868,70;11.051,05;11.065,95;10.868,62
21.07.2006;10.937,94;10.868,38;10.951,77;10.838,85
20.07.2006;11.007,26;10.928,10;11.037,28;10.924,98
19.07.2006;10.797,39;11.011,42;11.038,48;10.797,39
18.07.2006;10.745,84;10.799,23;10.813,79;10.683,32
17.07.2006;10.739,35;10.747,36;10.802,67;10.714,71
14.07.2006;10.846,53;10.739,35;10.848,37;10.701,34
13.07.2006;11.012,62;10.846,29;11.012,62;10.832,93
12.07.2006;11.133,97;11.013,18;11.149,96;10.995,97
11.07.2006;11.102,59;11.134,77;11.151,18;11.027,99
10.07.2006;11.091,71;11.103,55;11.174,47;11.090,04
07.07.2006;11.224,18;11.090,67;11.224,18;11.066,01
06.07.2006;11.147,12;11.225,30;11.257,08;11.147,12
05.07.2006;11.225,06;11.151,82;11.225,06;11.123,32
03.07.2006;11.149,34;11.228,02;11.231,30;11.149,34
30.06.2006;11.190,80;11.150,22;11.235,63;11.150,06
29.06.2006;10.974,36;11.190,80;11.195,54;10.974,36
28.06.2006;10.925,30;10.973,56;10.981,25;10.902,48
27.06.2006;11.048,24;10.924,74;11.064,09;10.920,73
26.06.2006;10.990,29;11.045,28;11.048,72;10.973,72
23.06.2006;11.019,19;10.989,09;11.074,26;10.973,40
22.06.2006;11.077,78;11.019,11;11.077,78;10.986,14
21.06.2006;10.975,24;11.079,46;11.131,73;10.971,72
20.06.2006;10.942,03;10.974,84;11.029,83;10.938,42
19.06.2006;11.014,87;10.942,11;11.057,61;10.907,29
16.06.2006;11.014,38;11.014,55;11.045,20;10.984,13
15.06.2006;10.817,48;11.015,19;11.036,48;10.817,48
14.06.2006;10.706,78;10.816,92;10.817,00;10.698,85
13.06.2006;10.783,14;10.706,14;10.862,30;10.700,93
12.06.2006;10.892,00;10.792,58;10.927,12;10.790,26
09.06.2006;10.939,14;10.891,92;10.976,20;10.871,59
08.06.2006;10.929,70;10.938,82;10.964,68;10.757,55
07.06.2006;11.002,06;10.930,90;11.077,38;10.928,34
06.06.2006;11.048,24;11.002,14;11.094,26;10.926,42
05.06.2006;11.247,55;11.048,72;11.248,79;11.040,24
02.06.2006;11.260,52;11.247,87;11.285,82;11.191,53
01.06.2006;11.169,03;11.260,28;11.270,21;11.150,07
31.05.2006;11.091,15;11.168,31;11.183,04;11.085,38
30.05.2006;11.277,25;11.094,43;11.278,13;11.094,35
26.05.2006;11.211,69;11.278,61;11.283,49;11.211,54
25.05.2006;11.114,96;11.211,05;11.214,98;11.114,96
24.05.2006;11.100,11;11.117,32;11.168,24;11.030,47
23.05.2006;11.126,29;11.098,35;11.202,65;11.097,31
22.05.2006;11.143,42;11.125,33;11.175,35;11.040,07
19.05.2006;11.124,37;11.144,06;11.180,29;11.075,22
18.05.2006;11.206,17;11.128,29;11.247,39;11.127,09
17.05.2006;11.410,13;11.205,61;11.410,13;11.174,38
16.05.2006;11.428,21;11.419,89;11.460,55;11.392,67
15.05.2006;11.380,43;11.428,77;11.435,34;11.333,04
12.05.2006;11.500,01;11.380,99;11.500,01;11.374,74
11.05.2006;11.639,29;11.500,73;11.639,45;11.479,44
10.05.2006;11.630,48;11.642,65;11.670,19;11.595,18
09.05.2006;11.584,62;11.639,77;11.640,73;11.572,05
08.05.2006;11.576,37;11.584,54;11.603,59;11.561,97
05.05.2006;11.440,62;11.577,74;11.586,38;11.440,62
04.05.2006;11.401,80;11.438,86;11.463,11;11.401,80
03.05.2006;11.414,69;11.400,28;11.424,93;11.362,42
02.05.2006;11.345,21;11.416,45;11.427,65;11.345,13
01.05.2006;11.367,78;11.343,29;11.428,37;11.329,44
28.04.2006;11.358,33;11.367,14;11.417,66;11.347,21
27.04.2006;11.349,53;11.382,51;11.416,93;11.275,30
26.04.2006;11.283,25;11.354,49;11.379,87;11.282,77
25.04.2006;11.336,56;11.283,25;11.355,37;11.260,84
24.04.2006;11.346,81;11.336,32;11.359,70;11.305,83
21.04.2006;11.343,45;11.347,45;11.405,88;11.316,79
20.04.2006;11.278,53;11.342,89;11.384,11;11.275,05
19.04.2006;11.265,40;11.278,77;11.302,95;11.236,19
18.04.2006;11.074,58;11.268,77;11.280,45;11.074,58
17.04.2006;11.137,33;11.073,78;11.159,99;11.039,12
13.04.2006;11.130,13;11.137,65;11.178,40;11.105,80
12.04.2006;11.089,47;11.129,97;11.144,14;11.087,47
11.04.2006;11.141,33;11.089,63;11.186,64;11.053,17
10.04.2006;11.119,88;11.141,33;11.185,54;11.117,08
07.04.2006;11.217,14;11.120,04;11.269,30;11.108,02
06.04.2006;11.233,01;11.216,50;11.246,91;11.167,03
05.04.2006;11.239,55;11.239,55;11.250,99;11.169,35
04.04.2006;11.203,21;11.203,85;11.226,98;11.123,57
03.04.2006;11.113,00;11.144,94;11.247,87;11.113,00
31.03.2006;11.151,34;11.109,32;11.191,36;11.105,65
30.03.2006;11.216,34;11.150,70;11.259,16;11.117,64
29.03.2006;11.154,94;11.215,70;11.244,35;11.154,94
28.03.2006;11.250,11;11.154,54;11.281,77;11.145,02
27.03.2006;11.280,13;11.250,11;11.280,45;11.229,86
24.03.2006;11.270,61;11.279,97;11.316,09;11.244,03
23.03.2006;11.317,35;11.270,29;11.327,20;11.237,15
22.03.2006;11.234,51;11.317,43;11.328,80;11.226,42
21.03.2006;11.275,89;11.235,47;11.334,96;11.221,54
20.03.2006;11.278,93;11.274,53;11.308,39;11.259,80
17.03.2006;11.254,12;11.279,65;11.290,07;11.254,12
16.03.2006;11.210,97;11.253,24;11.282,45;11.210,57
15.03.2006;11.149,76;11.209,77;11.226,74;11.138,93
14.03.2006;11.076,02;11.151,34;11.161,35;11.058,65
13.03.2006;11.067,61;11.076,02;11.116,68;11.056,33
10.03.2006;10.972,92;11.076,34;11.098,99;10.972,92
09.03.2006;11.005,66;10.972,28;11.049,12;10.963,88
08.03.2006;10.977,08;11.005,74;11.026,71;10.922,73
07.03.2006;10.957,31;10.980,69;10.989,01;10.928,74
06.03.2006;11.022,47;10.958,59;11.037,12;10.929,22
03.03.2006;11.024,23;11.021,59;11.106,68;10.984,61
02.03.2006;11.052,57;11.025,51;11.052,57;10.986,05
01.03.2006;10.993,25;11.053,53;11.069,38;10.991,97
28.02.2006;11.096,75;10.993,41;11.100,19;10.978,61
27.02.2006;11.062,81;11.097,55;11.132,61;11.061,73
24.02.2006;11.065,77;11.061,85;11.085,54;11.010,22
23.02.2006;11.133,52;11.069,22;11.135,89;11.052,73
22.02.2006;11.065,29;11.137,17;11.159,18;11.060,33
21.02.2006;11.115,48;11.069,06;11.140,77;11.050,81
17.02.2006;11.119,56;11.115,32;11.131,95;11.077,70
16.02.2006;11.059,05;11.120,68;11.120,76;11.046,40
15.02.2006;11.025,67;11.058,97;11.068,74;10.989,72
14.02.2006;10.890,72;11.028,39;11.047,68;10.890,72
13.02.2006;10.915,21;10.892,32;10.939,86;10.849,89
10.02.2006;10.883,51;10.919,05;10.944,99;10.820,20
09.02.2006;10.859,42;10.883,35;10.952,27;10.855,74
08.02.2006;10.742,16;10.858,62;10.865,42;10.740,63
07.02.2006;10.796,42;10.749,76;10.822,76;10.737,67
06.02.2006;10.793,30;10.798,27;10.814,51;10.770,97
03.02.2006;10.849,57;10.793,62;10.863,58;10.779,06
02.02.2006;10.950,11;10.851,98;10.950,11;10.827,16
01.02.2006;10.862,14;10.953,95;10.967,57;10.852,82
31.01.2006;10.900,40;10.864,86;10.923,45;10.862,14
30.01.2006;10.908,49;10.899,92;10.930,50;10.887,44
27.01.2006;10.815,32;10.907,21;10.932,34;10.804,75
26.01.2006;10.711,02;10.809,47;10.827,96;10.710,94
25.01.2006;10.713,26;10.709,74;10.760,57;10.672,60
24.01.2006;10.690,21;10.712,22;10.750,31;10.686,04
23.01.2006;10.668,75;10.688,77;10.737,04;10.666,35
20.01.2006;10.880,71;10.667,39;10.880,71;10.661,15
19.01.2006;10.855,18;10.880,71;10.915,95;10.852,13
18.01.2006;10.890,08;10.854,86;10.890,08;10.817,32
17.01.2006;10.957,55;10.896,32;10.957,87;10.875,60
13.01.2006;10.961,48;10.959,87;10.992,69;10.921,53
12.01.2006;11.043,12;10.962,36;11.045,84;10.951,23
11.01.2006;11.011,66;11.043,44;11.047,76;10.991,97
10.01.2006;11.010,46;11.011,58;11.013,98;10.949,87
09.01.2006;10.959,47;11.011,90;11.020,15;10.944,43
06.01.2006;10.875,45;10.959,31;10.968,84;10.875,45
05.01.2006;10.880,39;10.882,15;10.908,25;10.843,65
04.01.2006;10.843,97;10.880,15;10.892,64;10.833,90
03.01.2006;10.718,30;10.847,41;10.862,78;10.684,45
30.12.2005;10.783,86;10.717,50;10.783,86;10.709,42
29.12.2005;10.795,70;10.784,82;10.825,24;10.779,22
28.12.2005;10.778,25;10.796,26;10.825,16;10.778,25
27.12.2005;10.883,75;10.777,77;10.932,82;10.776,49
23.12.2005;10.883,27;10.883,27;10.904,80;10.869,83
22.12.2005;10.831,56;10.889,44;10.891,04;10.829,16
21.12.2005;10.805,63;10.833,73;10.900,89;10.805,63
20.12.2005;10.836,93;10.805,55;10.860,14;10.789,62
19.12.2005;10.875,51;10.836,53;10.922,41;10.825,64
16.12.2005;10.881,67;10.875,59;10.940,34;10.869,27
15.12.2005;10.883,43;10.881,67;10.938,74;10.865,42
14.12.2005;10.821,32;10.883,51;10.919,77;10.820,32
13.12.2005;10.765,69;10.823,72;10.871,51;10.751,36
12.12.2005;10.778,66;10.767,77;10.811,71;10.735,11
09.12.2005;10.751,76;10.778,58;10.805,95;10.729,91
08.12.2005;10.808,43;10.755,12;10.847,25;10.729,67
07.12.2005;10.856,86;10.810,91;10.868,06;10.764,01
06.12.2005;10.835,41;10.856,86;10.924,90;10.835,41
05.12.2005;10.876,95;10.835,01;10.876,95;10.810,67
02.12.2005;10.912,01;10.877,51;10.921,37;10.861,66
01.12.2005;10.806,03;10.912,57;10.934,90;10.806,03
30.11.2005;10.883,91;10.805,87;10.924,82;10.803,87
29.11.2005;10.888,48;10.888,16;10.959,79;10.888,07
28.11.2005;10.932,74;10.890,72;10.951,93;10.881,63
25.11.2005;10.915,13;10.931,62;10.955,48;10.914,49
23.11.2005;10.871,43;10.916,09;10.950,75;10.855,34
22.11.2005;10.815,96;10.871,43;10.877,43;10.787,22
21.11.2005;10.766,33;10.820,28;10.835,33;10.761,05
18.11.2005;10.719,34;10.766,33;10.796,26;10.697,25
17.11.2005;10.677,00;10.720,22;10.727,67;10.665,55
16.11.2005;10.683,03;10.674,76;10.712,22;10.652,27
15.11.2005;10.697,01;10.686,44;10.741,99;10.664,27
14.11.2005;10.686,60;10.697,17;10.710,06;10.674,28
11.11.2005;10.641,30;10.686,04;10.696,45;10.637,43
10.11.2005;10.541,16;10.640,10;10.655,53;10.519,39
09.11.2005;10.539,24;10.546,21;10.601,92;10.519,55
08.11.2005;10.574,18;10.539,72;10.574,22;10.524,28
07.11.2005;10.531,24;10.586,23;10.593,35;10.520,43
04.11.2005;10.523,23;10.530,76;10.552,38;10.479,39
03.11.2005;10.470,49;10.522,59;10.561,16;10.470,49
02.11.2005;10.406,29;10.472,73;10.493,54;10.388,76
01.11.2005;10.437,51;10.406,77;10.455,28;10.406,04
31.10.2005;10.403,17;10.440,07;10.486,65;10.403,17
28.10.2005;10.231,15;10.402,77;10.404,70;10.231,15
27.10.2005;10.344,74;10.229,95;10.349,22;10.229,95
26.10.2005;10.377,39;10.344,98;10.434,47;10.336,82
25.10.2005;10.383,88;10.377,87;10.411,65;10.316,88
24.10.2005;10.216,11;10.385,00;10.387,00;10.216,11
21.10.2005;10.282,22;10.215,22;10.350,98;10.193,45
20.10.2005;10.411,73;10.281,10;10.432,78;10.252,13
19.10.2005;10.277,18;10.414,13;10.414,13;10.232,98
18.10.2005;10.349,14;10.285,26;10.361,47;10.285,26
17.10.2005;10.287,42;10.348,10;10.350,99;10.269,81
14.10.2005;10.216,59;10.287,34;10.291,91;10.200,10
13.10.2005;10.216,91;10.216,59;10.241,32;10.156,46
12.10.2005;10.253,81;10.216,91;10.308,88;10.186,09
11.10.2005;10.239,16;10.253,17;10.312,88;10.234,20
10.10.2005;10.292,95;10.238,76;10.323,12;10.237,80
07.10.2005;10.287,42;10.292,31;10.347,30;10.280,62
06.10.2005;10.317,36;10.287,10;10.369,55;10.218,09
05.10.2005;10.434,81;10.317,36;10.438,47;10.316,16
04.10.2005;10.534,36;10.441,11;10.567,82;10.434,79
03.10.2005;10.569,50;10.535,48;10.608,56;10.523,63
30.09.2005;10.552,70;10.568,70;10.569,81;10.526,12
29.09.2005;10.472,61;10.552,78;10.563,37;10.418,01
28.09.2005;10.456,61;10.473,09;10.512,10;10.423,98
27.09.2005;10.444,58;10.456,21;10.496,25;10.415,62
26.09.2005;10.420,22;10.443,63;10.509,23;10.410,11
23.09.2005;10.421,81;10.419,59;10.455,81;10.372,06
22.09.2005;10.376,20;10.422,05;10.444,51;10.350,96
21.09.2005;10.484,23;10.378,03;10.484,55;10.375,24
20.09.2005;10.558,19;10.481,52;10.604,76;10.467,11
19.09.2005;10.641,87;10.557,63;10.644,57;10.521,18
16.09.2005;10.560,50;10.641,94;10.647,36;10.560,42
15.09.2005;10.545,85;10.558,75;10.582,07;10.520,93
14.09.2005;10.597,52;10.544,90;10.633,19;10.536,62
13.09.2005;10.673,71;10.597,44;10.674,03;10.595,29
12.09.2005;10.678,41;10.682,94;10.701,81;10.664,09
09.09.2005;10.594,10;10.678,56;10.695,92;10.593,94
08.09.2005;10.633,11;10.595,93;10.636,49;10.569,34
07.09.2005;10.588,68;10.633,50;10.640,43;10.573,95
06.09.2005;10.447,69;10.589,24;10.593,06;10.447,69
02.09.2005;10.460,67;10.447,37;10.497,45;10.434,71
01.09.2005;10.481,44;10.459,63;10.513,76;10.425,80
31.08.2005;10.409,08;10.481,60;10.484,79;10.356,87
30.08.2005;10.461,54;10.412,82;10.461,54;10.350,00
29.08.2005;10.396,90;10.463,05;10.487,50;10.349,37
26.08.2005;10.450,95;10.397,29;10.450,95;10.383,98
25.08.2005;10.434,39;10.450,63;10.465,36;10.428,34
24.08.2005;10.519,34;10.434,87;10.559,00;10.432,08
23.08.2005;10.571,01;10.519,58;10.577,46;10.496,73
22.08.2005;10.559,78;10.569,89;10.641,15;10.523,96
19.08.2005;10.552,70;10.559,23;10.626,26;10.552,70
18.08.2005;10.549,75;10.554,93;10.592,90;10.517,43
17.08.2005;10.505,60;10.550,71;10.588,93;10.503,37
16.08.2005;10.631,59;10.513,45;10.640,27;10.510,34
15.08.2005;10.599,19;10.634,38;10.655,08;10.557,87
12.08.2005;10.682,70;10.600,31;10.682,78;10.568,30
11.08.2005;10.591,83;10.685,89;10.685,89;10.588,52
10.08.2005;10.606,52;10.594,41;10.719,41;10.570,05
09.08.2005;10.537,65;10.615,67;10.639,08;10.537,65
08.08.2005;10.557,24;10.536,93;10.606,04;10.524,91
05.08.2005;10.610,34;10.558,03;10.610,81;10.554,45
04.08.2005;10.696,80;10.610,10;10.696,88;10.606,67
03.08.2005;10.681,51;10.697,59;10.698,07;10.638,48
02.08.2005;10.623,79;10.683,74;10.699,19;10.623,47
01.08.2005;10.641,78;10.623,15;10.672,36;10.610,89
29.07.2005;10.705,16;10.640,91;10.717,73;10.640,91
28.07.2005;10.633,50;10.705,55;10.710,48;10.629,68
27.07.2005;10.579,45;10.637,09;10.645,92;10.577,38
26.07.2005;10.597,60;10.579,77;10.626,00;10.572,92
25.07.2005;10.651,66;10.596,48;10.686,53;10.591,55
22.07.2005;10.624,19;10.651,18;10.658,58;10.588,05
21.07.2005;10.690,03;10.627,77;10.700,06;10.608,43
20.07.2005;10.629,52;10.689,15;10.691,30;10.581,12
19.07.2005;10.576,90;10.646,56;10.668,52;10.576,90
18.07.2005;10.640,19;10.574,99;10.640,19;10.574,99
15.07.2005;10.629,44;10.640,83;10.654,12;10.600,48
14.07.2005;10.559,86;10.628,89;10.657,69;10.559,86
13.07.2005;10.513,36;10.557,39;10.564,91;10.512,36
12.07.2005;10.519,49;10.513,89;10.544,04;10.483,20
11.07.2005;10.449,60;10.519,72;10.534,22;10.449,60
08.07.2005;10.302,90;10.449,14;10.462,26;10.300,45
07.07.2005;10.269,76;10.302,29;10.310,04;10.175,40
06.07.2005;10.366,52;10.270,68;10.380,47;10.267,61
05.07.2005;10.303,13;10.371,80;10.389,06;10.282,65
01.07.2005;10.273,59;10.303,44;10.343,79;10.273,52
30.06.2005;10.374,18;10.274,97;10.412,79;10.267,22
29.06.2005;10.405,94;10.374,48;10.433,79;10.363,28
28.06.2005;10.291,01;10.405,63;10.409,70;10.290,55
27.06.2005;10.298,07;10.290,78;10.332,13;10.253,49
24.06.2005;10.422,28;10.297,84;10.422,28;10.297,84
23.06.2005;10.587,09;10.421,44;10.589,01;10.419,60
22.06.2005;10.599,36;10.587,93;10.646,24;10.578,04
21.06.2005;10.608,88;10.599,67;10.630,36;10.580,87
20.06.2005;10.621,54;10.609,11;10.637,57;10.562,38
17.06.2005;10.580,41;10.623,07;10.656,29;10.579,49
16.06.2005;10.566,76;10.578,65;10.595,45;10.540,06
15.06.2005;10.548,65;10.566,37;10.589,93;10.495,39
14.06.2005;10.521,95;10.547,57;10.586,70;10.521,79
13.06.2005;10.503,57;10.522,56;10.589,16;10.474,38
10.06.2005;10.503,02;10.512,63;10.538,64;10.452,62
09.06.2005;10.477,75;10.503,02;10.526,37;10.443,31
08.06.2005;10.484,84;10.476,86;10.543,29;10.465,32
07.06.2005;10.466,00;10.483,07;10.578,84;10.465,92
06.06.2005;10.461,64;10.467,03;10.481,00;10.430,97
03.06.2005;10.552,82;10.460,97;10.553,19;10.448,41
02.06.2005;10.548,83;10.553,49;10.559,93;10.510,41
01.06.2005;10.462,86;10.549,87;10.586,37;10.457,91
31.05.2005;10.541,89;10.467,48;10.542,33;10.467,48
27.05.2005;10.537,08;10.542,55;10.552,01;10.517,66
26.05.2005;10.458,68;10.537,60;10.544,10;10.458,61
25.05.2005;10.503,17;10.457,80;10.503,17;10.426,39
24.05.2005;10.522,68;10.503,68;10.522,68;10.471,91
23.05.2005;10.472,80;10.523,56;10.560,81;10.466,07
20.05.2005;10.492,75;10.471,91;10.499,26;10.423,88
19.05.2005;10.464,45;10.493,19;10.494,74;10.435,32
18.05.2005;10.323,19;10.464,45;10.480,85;10.323,04
17.05.2005;10.247,49;10.331,88;10.336,90;10.213,14
16.05.2005;10.139,61;10.252,29;10.255,25;10.138,28
13.05.2005;10.188,23;10.140,12;10.234,34;10.075,55
12.05.2005;10.299,74;10.189,48;10.322,35;10.183,43
11.05.2005;10.272,91;10.300,25;10.311,19;10.184,90
10.05.2005;10.382,94;10.281,11;10.382,94;10.250,23
09.05.2005;10.345,40;10.384,34;10.384,86;10.320,14
06.05.2005;10.339,71;10.345,40;10.400,60;10.339,64
05.05.2005;10.384,49;10.340,38;10.405,77;10.296,48
